timestamp,amb_temp_c,relative_humidity,ghi,dni,dhi,IR(h),wind_speed_m_s,WD10m,SP
20060226:0400,27.48,84.65,0,0,0,433.7,5.24,234,100830
20060226:0500,27.4,84.65,0,0,0,438.35,4.97,234,100850
20060226:0600,27.03,84.6,0,0,0,427.3,4.48,234,100890
20060226:0700,27.52,81.95,221.6,537.96,93.9,422.1,4.28,240,100960
20060226:0800,28.28,76.95,412.5,594,130.8,422.65,4.69,240,101000
20060226:0900,28.97,74.55,637.35,698.17,164.25,426.15,4.69,236,101050
20060226:1000,29.6,72.25,722.15,634.06,193.55,425.95,4.48,229,101070
20060226:1100,29.92,72.35,811.3,666.38,190.4,426.75,4.21,222,101040
20060226:1200,30.05,72.35,807.4,601.97,226.4,434.45,4.14,217,100970
20060226:1300,30.37,70.1,700.9,514.78,221.3,436.6,4.55,213,100870
20060226:1400,29.99,72.35,593.35,507.51,170.35,439.9,5.24,213,100730
20060226:1500,29.35,74.65,348.2,322.73,129.6,433.9,5.24,223,100690
20060226:1600,28.96,77,156.35,124.5,97.35,433.7,5.79,214,100660
20060226:1700,28.02,82.05,40.8,68.99,24.45,443.35,5.72,210,100700
20060226:1800,27.34,84.65,0,0,0,438.15,5.1,212,100770
20060226:1900,27.77,82.05,0,0,0,423.45,5.38,213,100870
20060226:2000,27.71,82.05,0,0,0,419.55,5.45,212,100950
20060226:2100,27.76,82.05,0,0,0,426.55,5.66,212,101010
20060226:2200,27.77,82.05,0,0,0,421.1,5.86,211,101020
20060226:2300,27.76,82.05,0,0,0,420.75,5.93,214,100980
20060227:0000,27.79,82.05,0,0,0,425,5.72,217,100930
20060227:0100,27.7,82.05,0,0,0,423.55,5.38,220,100870
20060227:0200,27.67,84.65,0,0,0,430.4,4.76,226,100810
20060227:0300,27.59,84.65,0,0,0,430.4,4.07,235,100800
20060227:0400,27.49,84.65,0,0,0,436,3.59,243,100800
20060227:0500,27.39,84.65,0,0,0,424.4,3.24,245,100810
20060227:0600,27.37,84.65,0,0,0,430,2.83,240,100840
20060227:0700,27.55,84.65,232.6,507.96,111.2,428.85,2.83,243,100870
20060227:0800,28.5,79.5,442.65,681.68,118.15,423.05,2.97,237,100940
20060227:0900,29.23,74.65,652.05,735.45,152.3,417.85,3.1,226,100990
20060227:1000,29.79,72.35,665.05,550.46,205.1,426.15,2.83,220,101030
20060227:1100,30.09,72.35,819.7,624.47,236.7,429.25,2.83,220,100960
20060227:1200,30.51,70.1,829.65,617.41,232.7,431.95,3.17,215,100870
20060227:1300,30.88,67.85,793.4,609.07,225.05,432.9,3.72,209,100760
20060227:1400,30.95,67.85,585.3,462.25,199.45,430.6,4.34,206,100680
20060227:1500,30.6,70.1,407.55,350.58,169.75,434.65,4.97,203,100600
20060227:1600,30.18,72.35,221.85,219.69,117.6,431,5.17,205,100560
20060227:1700,29.7,74.65,42.45,54.99,29.4,425.95,5.17,206,100580
20060227:1800,29.19,77,0,0,0,428.3,4.69,203,100670
20060227:1900,28.59,76.95,0,0,0,424,4.55,185,100820
20060227:2000,28.43,76.95,0,0,0,422.85,5.03,182,100920
20060227:2100,28.31,76.95,0,0,0,419.95,5.66,183,100990
20060227:2200,28.23,76.95,0,0,0,420.35,5.79,186,101010
20060227:2300,28.17,79.4,0,0,0,423.65,5.52,190,100990
20060228:0000,28.02,79.4,0,0,0,419.95,5.17,197,100920
20060228:0100,27.9,79.4,0,0,0,419.85,4.55,202,100860
20060228:0200,27.81,79.4,0,0,0,420.55,4.21,205,100790
20060228:0300,27.77,79.4,0,0,0,427.1,4,208,100780
20060228:0400,27.72,79.4,0,0,0,428.1,3.93,208,100780
20060228:0500,27.58,84.65,0,0,0,432.9,3.72,212,100790
20060228:0600,27.34,81.95,0,0,0,427.7,3.45,212,100870
20060228:0700,27.65,81.95,224.2,422.39,122.55,426.9,3.59,218,100960
20060228:0800,28.4,76.95,382.95,433.62,175.75,421.1,3.93,221,101030
20060228:0900,29.03,74.55,576.7,589.81,174.8,432.9,4.14,221,101070
20060228:1000,29.51,72.25,660.15,532.8,213.95,433.1,4.07,221,101110
20060228:1100,29.81,70,702,538.97,197.85,433.3,4.14,221,101070
20060228:1200,29.8,70,800.45,626.31,193.85,439.1,4.21,217,100970
20060228:1300,30.03,70,721.55,552.28,205.4,433.5,4.28,212,100870
20060228:1400,30.06,72.35,614.3,530.27,171.05,442.6,4.41,208,100790
20060228:1500,29.92,72.35,367.2,362.2,121.2,438.35,4.62,202,100720
20060228:1600,29.14,74.6,241.65,326.44,86.55,426.84,4.62,198,100680
20060228:1700,28.93,75.7,49.9,108.15,24.2,425.71,4.51,200,100720
20060228:1800,28.73,76.8,0,0,0,424.59,4.39,202,100780
20060228:1900,28.52,77.9,0,0,0,423.47,4.27,212,100850
20060228:2000,28.31,79,0,0,0,422.34,4.15,215,100920
20060228:2100,28.11,80.1,0,0,0,421.22,4.03,214,100970
20060228:2200,27.9,81.2,0,0,0,420.09,3.91,214,101010
20060228:2300,27.7,82.3,0,0,0,418.97,3.8,219,100990
20070301:0000,27.49,83.4,0,0,0,417.84,3.68,206,100870
20070301:0100,27.29,84.5,0,0,0,416.72,3.56,210,100830
20070301:0200,27.08,85.6,0,0,0,415.6,3.44,219,100790
20070301:0300,26.88,86.71,0,0,0,414.47,3.32,227,100760
20070301:0400,26.67,87.81,0,0,0,413.35,3.21,230,100780
20070301:0500,26.47,88.91,0,0,0,412.22,3.09,230,100810
20070301:0600,26.26,90.01,0,0,0,411.1,2.97,232,100870
20070301:0700,26.06,91.11,206.9,501.76,85.3,409.97,2.85,235,100920
20070301:0800,27.28,84.65,445.7,626.88,145,415.5,2.55,232,101020
20070301:0900,27.76,84.65,538.35,507.17,191.8,422.45,1.72,226,101070
20070301:1000,28.3,79.4,747.55,636.39,213.4,439.9,2.34,202,101110
20070301:1100,29.06,74.55,789.2,648.96,181,432.9,3.1,203,101020
20070301:1200,28.76,76.95,687.7,502.5,200.2,425.75,3.52,190,100950
20070301:1300,28.31,79.4,616.2,406.15,236.05,432.55,3.86,197,100860
20070301:1400,28.46,79.4,576.35,499.27,158.45,428.45,3.38,199,100790
20070301:1500,28.56,76.95,477.2,506.09,133.05,425,3.72,198,100710
20070301:1600,28.54,76.95,249.4,339.43,87.95,419.75,3.86,206,100700
20070301:1700,28.12,79.4,56.7,117.29,28.8,419,3.59,215,100700
20070301:1800,27.61,84.65,0,0,0,420.75,3.1,215,100780
20070301:1900,27.19,84.65,0,0,0,410.85,3.17,216,100830
20070301:2000,26.93,87.4,0,0,0,414.9,3.31,219,100910
20070301:2100,26.68,87.4,0,0,0,407.55,3.38,219,100980
20070301:2200,26.54,87.4,0,0,0,407.55,3.79,219,100980
20070301:2300,26.44,90.25,0,0,0,407,4.07,221,100980
20070302:0000,26.35,90.25,0,0,0,406.8,3.79,229,100910
20070302:0100,26.26,90.25,0,0,0,405.75,3.31,245,100870
20070302:0200,26.1,90.25,0,0,0,408.55,3.17,257,100790
20070302:0300,26,93.2,0,0,0,406.8,3.1,262,100740
20070302:0400,25.94,93.2,0,0,0,404.85,3.1,262,100760
20070302:0500,26.02,90.25,0,0,0,426.35,2.76,265,100780
20070302:0600,26.07,90.25,0,0,0,433.3,2.41,282,100850
20070302:0700,26.2,90.25,241.85,540.61,109.9,433.5,2.34,297,100950
20070302:0800,26.64,87.4,411.65,586.05,129.45,418,2.48,306,101030
20070302:0900,27.5,81.95,664.75,729.78,164.7,421.5,2.34,309,101050
20070302:1000,28.62,76.95,799.5,712.65,200,417.85,1.79,305,101050
20070302:1100,29.52,72.15,894.75,739.92,200,421.3,1.24,274,100970
20070302:1200,30.17,67.8,929.9,779.37,172.55,419.2,2.14,217,100870
20070302:1300,30.55,67.8,830.65,699.74,174.75,419,3.66,203,100770
20070302:1400,30.62,65.7,695.95,644.55,155.75,416.1,4.62,198,100690
20070302:1500,30.27,70,473,489.94,139.45,417.45,5.17,197,100640
20070302:1600,29.71,72.25,264.45,374.06,86.35,418.4,5.31,197,100650
20070302:1700,28.97,79.5,54.85,111.32,28.35,414.9,5.03,200,100690
20070302:1800,28.11,82.05,0,0,0,413.2,4.69,202,100770
20070302:1900,27.62,84.65,0,0,0,402.55,4.76,201,100780
20070302:2000,27.27,84.65,0,0,0,397.5,4.97,204,100830
20070302:2100,27.09,84.65,0,0,0,398.3,4.97,207,100900
20070302:2200,26.92,87.4,0,0,0,398.65,4.76,209,100910
20070302:2300,26.76,87.4,0,0,0,394.6,4.28,214,100920
20070303:0000,26.59,87.4,0,0,0,395,3.72,222,100890
20070303:0100,26.43,90.25,0,0,0,398.2,3.31,232,100830
20070303:0200,26.3,93.2,0,0,0,410.45,2.97,243,100760
20070303:0300,26.24,93.2,0,0,0,415.7,3.24,254,100730
20070303:0400,26.23,93.2,0,0,0,425,3.31,260,100740
20070303:0500,26.23,93.2,0,0,0,430.8,2.76,265,100770
20070303:0600,26.23,93.2,0,0,0,435.25,2,279,100860
20070303:0700,26.21,90.25,215.25,474.49,98.6,433.3,0.97,282,100960
20070303:0800,26.76,84.6,367.6,422.73,163.25,432.55,1.24,278,101040
20070303:0900,27.72,81.95,566.3,480.92,235.85,423.25,1.38,261,101090
20070303:1000,28.58,74.5,709.9,532.92,260.6,420.9,1.59,245,101110
20070303:1100,29.21,72.15,786.6,528.6,289.35,434.45,1.93,234,101020
20070303:1200,29.77,69.95,860,669.58,208.3,435.25,2.62,219,100910
20070303:1300,30.29,67.8,776.15,641.35,174.15,429.25,3.59,210,100800
20070303:1400,30.3,67.8,610,512.43,180,423.65,4.41,208,100710
20070303:1500,29.96,69.95,493.2,553.25,116.15,413.2,5.1,211,100650
20070303:1600,29.52,72.15,258.05,352.43,90.1,411.65,5.24,211,100650
20070303:1700,28.79,76.95,59.25,126.36,29.15,411.45,5.1,209,100700
20070303:1800,27.92,84.65,0,0,0,407.4,4.9,208,100790
20070303:1900,27.45,84.65,0,0,0,403.1,4.62,201,100810
20070303:2000,27.12,84.65,0,0,0,400.4,5.1,204,100900
20070303:2100,26.9,87.4,0,0,0,399.85,5.45,207,100920
20070303:2200,26.76,87.4,0,0,0,395.75,5.45,210,100940
20070303:2300,26.61,87.4,0,0,0,394.6,5.1,213,100900
20070304:0000,26.5,90.25,0,0,0,397.3,4.62,219,100900
20070304:0100,26.37,90.25,0,0,0,400.3,4.07,228,100860
20070304:0200,26.31,90.25,0,0,0,412.8,3.72,238,100810
20070304:0300,26.23,90.25,0,0,0,414.75,3.45,244,100800
20070304:0400,26.19,90.25,0,0,0,423.05,3.1,248,100800
20070304:0500,26.17,90.25,0,0,0,426.35,2.55,257,100830
20070304:0600,26.12,90.25,0,0,0,430.8,1.79,276,100900
20070304:0700,26.28,90.25,231.4,499.32,107.75,422.45,1.59,307,100950
20070304:0800,26.88,87.4,435.9,551.83,168.1,420.9,1.52,327,101050
20070304:0900,27.59,81.95,685.05,735.53,178.25,414.35,1.17,328,101080
20070304:1000,28.63,74.5,827.5,736.92,204.85,409.9,0.62,298,101100
20070304:1100,29.57,67.7,903.75,730.83,215,419.95,0.97,222,101020
20070304:1200,30.4,65.6,934.95,768.51,185.8,412.4,2.55,196,100920
20070304:1300,30.76,63.6,849.35,712.99,179.2,411.65,4,192,100830
20070304:1400,30.68,63.6,699.35,653.61,150.25,415.1,4.55,190,100720
20070304:1500,30.38,65.6,514.6,575.72,121.85,415.1,4.76,191,100660
20070304:1600,29.93,67.7,274.85,397.44,85.3,409.7,4.76,194,100660
20070304:1700,29.1,69.85,59.15,127.57,28.75,405.65,4.48,196,100680
20070304:1800,28.17,76.85,0,0,0,402.35,4.34,197,100740
20070304:1900,27.66,81.95,0,0,0,400,4.69,201,100750
20070304:2000,27.3,84.65,0,0,0,395.75,5.03,205,100820
20070304:2100,27.04,84.65,0,0,0,395.55,5.1,208,100830
20070304:2200,26.85,87.4,0,0,0,390.75,4.97,211,100870
20070304:2300,26.64,87.4,0,0,0,387.85,4.34,215,100870
20070305:0000,26.48,90.25,0,0,0,390.9,3.66,224,100830
20070305:0100,26.3,90.25,0,0,0,388.7,3.31,233,100790
20070305:0200,26.08,90.25,0,0,0,391.3,3.24,241,100730
20070305:0300,25.98,93.2,0,0,0,394.2,3.45,246,100720
20070305:0400,25.98,93.2,0,0,0,405.25,3.45,247,100740
20070305:0500,25.92,93.2,0,0,0,402.9,2.97,248,100760
20070305:0600,25.93,93.2,0,0,0,431,2.41,259,100830
20070305:0700,26.3,90.25,219.7,444.95,108.7,425.75,2.41,279,100940
20070305:0800,26.92,87.4,443.75,600.36,151.25,422.65,2.41,290,101030
20070305:0900,27.96,81.95,571.4,523.42,209.75,423.05,2.34,288,101080
20070305:1000,28.78,74.5,739.45,581.79,246.8,421.9,2.21,276,101070
20070305:1100,29.66,69.95,819.1,579.54,271.95,425.55,2.41,260,100970
20070305:1200,30.4,65.6,923.05,742.61,198.05,429.65,3.03,235,100880
20070305:1300,30.93,63.6,861.25,731.25,173.05,417.65,4,220,100780
20070305:1400,31.1,61.65,719.2,675.6,151,427.9,4.69,214,100710
20070305:1500,30.88,65.7,488.95,533.98,124.35,412.2,5.17,208,100650
20070305:1600,30.28,67.8,276.5,399.59,85.8,412.4,5.59,206,100650
20070305:1700,29.26,74.55,61.8,135.93,29.4,407.75,5.66,205,100670
20070305:1800,28.2,82.05,0,0,0,404.3,5.38,206,100730
20070305:1900,27.67,84.65,0,0,0,404.45,5.45,202,100770
20070305:2000,27.36,84.65,0,0,0,401.75,5.79,203,100840
20070305:2100,27.19,84.65,0,0,0,399.05,5.93,206,100880
20070305:2200,27.03,84.65,0,0,0,397.1,5.93,211,100920
20070305:2300,26.86,87.4,0,0,0,394.6,5.52,217,100920
20070306:0000,26.75,87.4,0,0,0,397.9,4.97,225,100920
20070306:0100,26.64,87.4,0,0,0,404.8,4.55,236,100900
20070306:0200,26.54,87.4,0,0,0,410.1,4.48,247,100850
20070306:0300,26.42,90.25,0,0,0,404.65,4.55,257,100840
20070306:0400,26.3,90.25,0,0,0,407.2,4.48,264,100820
20070306:0500,26.17,90.25,0,0,0,407,4.21,270,100840
20070306:0600,26.1,90.25,0,0,0,415.9,3.72,276,100890
20070306:0700,26.45,90.25,216.1,439.28,105.7,415.7,3.52,279,100980
20070306:0800,27.21,84.65,429.55,537.38,166.7,422.65,3.45,279,101050
20070306:0900,28.37,79.4,574.25,437.03,271.45,418.6,3.59,271,101100
20070306:1000,29.41,72.15,609.85,377.98,289.1,417.85,3.59,260,101110
20070306:1100,30.19,67.8,643.05,280.2,378.05,421.9,3.93,244,101050
20070306:1200,30.54,65.6,723.05,382.06,349.5,436,4.69,228,100980
20070306:1300,30.92,63.6,824.85,664.5,198.7,435.45,5.17,221,100880
20070306:1400,31.32,61.65,674.25,609.94,160.75,426.55,5.52,215,100790
20070306:1500,30.92,63.6,510.45,571.44,119.95,419.2,6.14,211,100760
20070306:1600,30.27,67.8,271.2,391.72,84.15,416.1,6.41,212,100750
20070306:1700,29.3,74.55,60.25,131.1,29,412.6,6.28,214,100780
20070306:1800,28.43,82.05,0,0,0,409.5,5.86,213,100860
20070306:1900,28.14,82.05,0,0,0,407.55,6.41,207,100890
20070306:2000,27.96,84.65,0,0,0,410.3,6.41,208,100950
20070306:2100,27.84,84.65,0,0,0,414.9,6.48,208,100990
20070306:2200,27.63,84.65,0,0,0,407.4,6,212,101070
20070306:2300,27.42,84.65,0,0,0,404.65,5.24,221,101080
20070307:0000,27.32,84.65,0,0,0,413.2,4.69,230,101080
20070307:0100,27.17,84.65,0,0,0,413.5,4.48,239,101040
20070307:0200,27.14,84.65,0,0,0,422.45,4.69,245,101000
20070307:0300,27.1,84.65,0,0,0,419.95,4.9,245,100980
20070307:0400,27.08,84.65,0,0,0,420.15,5.17,243,100960
20070307:0500,27.12,84.65,0,0,0,422.3,5.24,242,100960
20070307:0600,27.07,84.65,0,0,0,420.35,5.03,243,100980
20070307:0700,27.41,84.65,107.85,74.25,89.05,424.6,5.31,242,101060
20070307:0800,27.89,84.65,146.9,16.6,138.75,434.65,5.66,246,101100
20070307:0900,28.29,82.05,361.65,137.67,266,433.3,5.66,250,101170
20070307:1000,29.32,74.55,456.55,167.51,314.1,436.6,5.86,252,101200
20070307:1100,30.05,72.25,392.85,75.47,321.35,437.75,6,255,101150
20070307:1200,30.15,70,525.9,127.92,400.65,444.15,6.07,256,101050
20070307:1300,30.54,70,441.1,180.46,270.85,443.75,6,253,100930
20070307:1400,30.62,67.85,471.7,227.07,280.35,442.8,5.66,243,100840
20070307:1500,30.72,67.85,251.7,65.44,206.95,442.6,5.59,234,100760
20070307:1600,30.13,72.35,147.75,53.59,122.15,439.1,5.66,225,100740
20070307:1700,29.35,77,31.15,13.64,27.9,439.9,5.38,220,100720
20070307:1800,28.65,79.5,0,0,0,438.75,5.17,218,100770
20070307:1900,28.27,82.05,0,0,0,429.25,3.86,226,100900
20070307:2000,28.04,84.7,0,0,0,427.9,4.07,220,100950
20070307:2100,27.92,87.45,0,0,0,427.5,4.48,219,100990
20070307:2200,27.86,87.45,0,0,0,424.4,4.83,220,101040
20070307:2300,27.78,87.45,0,0,0,422.85,4.76,224,101010
20070308:0000,27.65,87.45,0,0,0,421.3,4.62,223,100950
20070308:0100,27.55,90.3,0,0,0,423.75,4.21,227,100900
20070308:0200,27.42,90.3,0,0,0,420.55,4.34,232,100850
20070308:0300,27.32,90.3,0,0,0,424.2,4.76,232,100820
20070308:0400,27.32,90.3,0,0,0,428.1,4.69,229,100830
20070308:0500,27.26,87.45,0,0,0,425.2,4.48,236,100810
20070308:0600,27.2,87.45,0,0,0,420.75,4.62,236,100810
20070308:0700,27.5,84.65,222.05,376.31,126.05,418.8,4.55,242,100870
20070308:0800,28.38,82.05,368.6,370.68,185.85,417.05,4.83,247,100930
20070308:0900,29,79.5,553.6,447.2,242.05,431.95,4.48,247,100960
20070308:1000,29.61,74.65,813,731.76,189.4,427.5,4.34,243,101000
20070308:1100,30.47,70,946.6,831.46,157.55,423.85,4.55,233,100970
20070308:1200,31.33,65.8,900.45,756.32,158.9,427.7,5.1,224,100900
20070308:1300,31.58,61.75,816.25,709.97,145.7,424.2,5.59,220,100800
20070308:1400,31.34,63.7,654.75,610.04,140.2,425.95,5.93,218,100680
20070308:1500,30.61,67.85,443.5,483.62,112.55,428.65,6.21,223,100650
20070308:1600,29.94,74.65,251.5,349.14,84.65,430.2,6.21,223,100630
20070308:1700,29.45,77,55.25,121.51,26.3,427.9,6.07,219,100640
20070308:1800,28.78,79.5,0,0,0,423.45,6,219,100670
20070308:1900,28.24,82.05,0,0,0,415.1,5.59,218,100800
20070308:2000,28.03,84.65,0,0,0,410.3,5.31,215,100890
20070308:2100,27.99,84.65,0,0,0,418.2,5.45,211,100980
20070308:2200,27.94,84.65,0,0,0,420.75,5.79,212,101000
20070308:2300,27.87,84.65,0,0,0,421.7,5.93,216,100940
20070309:0000,27.8,84.65,0,0,0,422.85,6,223,100920
20070309:0100,27.6,84.65,0,0,0,411.35,5.93,232,100860
20070309:0200,27.51,84.65,0,0,0,414.55,5.66,239,100830
20070309:0300,27.39,84.65,0,0,0,413,5.24,242,100800
20070309:0400,27.38,84.65,0,0,0,423.65,4.62,246,100820
20070309:0500,27.24,84.65,0,0,0,411.05,4.21,251,100830
20070309:0600,27.15,84.65,32.35,0,32.35,414.75,3.86,256,100870
20070309:0700,27.46,84.65,257.95,653.99,89.85,417.85,4.21,240,100950
20070309:0800,28.47,79.4,480.2,683.38,141.95,425.75,4.83,234,101040
20070309:0900,29.4,74.55,667.45,724.91,161.05,420.9,5.03,227,101090
20070309:1000,29.99,72.25,705.7,646.58,153.55,423.85,4.97,220,101160
20070309:1100,30.05,70,781.85,603.12,208.55,433.5,4.76,213,101110
20070309:1200,29.63,72.25,836.65,663.65,185.1,438.9,4.69,210,101030
20070309:1300,28.97,79.5,771.3,608.63,195.85,434.85,4.28,220,100970
20070309:1400,29.35,77,668.45,614.39,149.8,428.85,5.1,221,100830
20070309:1500,29.64,74.65,447.65,490.2,112,426.9,5.03,214,100750
20070309:1600,29.17,74.55,237.1,314.01,87,428.3,5.03,222,100740
20070309:1700,28.83,76.95,50.6,98.9,27.05,427.1,4.41,218,100780
20070309:1800,28.52,79.4,0,0,0,427.3,4.21,222,100870
20070309:1900,28.38,82.05,0,0,0,427.1,4.34,213,100930
20070309:2000,28.16,82.05,0,0,0,421.1,4.76,209,101000
20070309:2100,28.04,82.05,0,0,0,418.4,5.31,208,101030
20070309:2200,27.96,81.95,0,0,0,418.2,6,207,101060
20070309:2300,27.83,81.95,0,0,0,412.4,6.41,207,101010
20070310:0000,27.73,81.95,0,0,0,411.85,6.34,210,100970
20070310:0100,27.69,81.95,0,0,0,420.85,5.86,211,100910
20070310:0200,27.62,81.95,0,0,0,420.15,5.17,214,100860
20070310:0300,27.52,81.95,0,0,0,411.45,4.55,217,100850
20070310:0400,27.48,81.95,0,0,0,417.45,4.21,223,100860
20070310:0500,27.43,81.95,0,0,0,416.85,3.93,226,100870
20070310:0600,27.4,81.95,32.05,0,32.05,414.15,3.66,227,100930
20070310:0700,27.59,81.95,247.1,622.23,85.95,419.2,3.45,222,101010
20070310:0800,28.42,76.85,463.2,697.99,116.35,420.15,4,213,101120
20070310:0900,29.25,72.15,661.15,734.81,146.45,430.4,4.21,210,101200
20070310:1000,30.02,67.7,831.25,766.1,175.7,425.75,4.41,210,101210
20070310:1100,30.68,63.6,879.2,752.35,162.9,434.85,4.69,212,101180
20070310:1200,30.94,63.6,821,643.26,188.65,433.3,4.83,213,101050
20070310:1300,30.75,63.6,811,690.74,157.25,430.4,4.83,209,100930
20070310:1400,30.76,63.6,624.6,568.17,144.6,425.55,5.1,221,100840
20070310:1500,30.61,63.6,458.4,500.24,115.7,430.6,4.97,226,100800
20070310:1600,30.38,65.6,249.2,349.94,81.9,427.1,5.03,221,100780
20070310:1700,29.92,67.7,58.8,127.12,28.55,421.7,4.9,226,100790
20070310:1800,29.19,72.15,0,0,0,420.9,4.07,236,100850
20070310:1900,28.55,76.95,0,0,0,413.4,3.93,237,100910
20070310:2000,28.17,79.4,0,0,0,410.3,3.86,238,101000
20070310:2100,27.88,84.65,0,0,0,409.5,3.72,243,101070
20070310:2200,27.69,84.65,0,0,0,411.45,3.72,242,101130
20070310:2300,27.51,84.65,0,0,0,411.45,3.86,242,101100
20070311:0000,27.37,84.65,0,0,0,412.2,3.93,240,101040
20070311:0100,27.25,84.65,0,0,0,412.3,4.21,236,100960
20070311:0200,27.16,84.65,0,0,0,410.45,4.34,233,100890
20070311:0300,27.12,84.65,0,0,0,412.8,4.28,231,100830
20070311:0400,27.15,84.65,0,0,0,415.7,3.86,228,100870
20070311:0500,27.15,84.65,0,0,0,414.35,2.97,233,100940
20070311:0600,26.96,87.4,32.4,0,32.4,413.75,2.21,247,101000
20070311:0700,26.62,84.6,219.35,488.01,92,421.9,2.28,275,101050
20070311:0800,27.49,81.95,388.6,435.36,171.4,420.9,2.48,262,101120
20070311:0900,28.24,79.4,595.9,575.58,191.65,430,2.83,252,101150
20070311:1000,29.05,74.55,728.4,589.27,223.15,432.35,3.03,248,101180
20070311:1100,29.68,74.65,824.75,669.06,186.75,429.05,3.59,247,101070
20070311:1200,30.07,72.35,761.2,557.88,212.1,431,3.86,238,100950
20070311:1300,30.23,72.35,778.95,633.23,179.05,432.75,4.41,229,100830
20070311:1400,30.4,72.35,635.55,569.66,153.95,438.75,5.03,218,100740
20070311:1500,30.23,70,452,445.24,146.85,431.2,5.72,209,100700
20070311:1600,29.88,72.25,256.2,341.35,93,429.05,5.52,214,100710
20070311:1700,29.2,74.55,53.95,96.94,30.9,422.85,5.45,221,100750
20070311:1800,28.55,79.5,0,0,0,420.35,5.45,229,100770
20070311:1900,28.15,82.05,0,0,0,415.9,4.62,219,100860
20070311:2000,28.01,84.65,0,0,0,415.1,5.17,213,100930
20070311:2100,27.92,84.65,0,0,0,414.95,5.24,211,100950
20070311:2200,27.84,84.65,0,0,0,417.05,5.03,209,100990
20070311:2300,27.73,84.65,0,0,0,417.85,4.69,210,100970
20070312:0000,27.61,84.65,0,0,0,416.1,4.21,213,100930
20070312:0100,27.54,84.65,0,0,0,416.6,3.72,214,100900
20070312:0200,27.43,84.65,0,0,0,418.8,3.52,216,100860
20070312:0300,27.27,84.65,0,0,0,430,3.59,215,100840
20070312:0400,27.12,84.65,0,0,0,420.15,3.79,213,100890
20070312:0500,26.93,87.4,0,0,0,426.15,3.59,212,100920
20070312:0600,26.73,87.4,36.65,0,36.65,428.45,3.45,213,100980
20070312:0700,27.08,81.95,272.65,713.46,85.05,410.3,3.59,243,101030
20070312:0800,28.16,79.4,489.5,734.43,121.65,410.65,4,238,101090
20070312:0900,29.19,74.55,659.45,688.65,174.5,417.65,3.86,234,101130
20070312:1000,29.83,72.25,817.4,774.92,151.65,426.55,3.86,228,101140
20070312:1100,30.42,70,915.1,761.23,188.1,426.9,3.93,222,101080
20070312:1200,31.02,65.7,887.65,689.65,208.05,432.9,4,216,100950
20070312:1300,31.27,63.7,795.95,646.47,182.95,431,4.48,212,100830
20070312:1400,30.85,67.85,670.35,637.56,131,431.2,4.9,210,100730
20070312:1500,30.34,72.35,470.95,524.5,111.35,428.65,5.45,212,100680
20070312:1600,29.73,74.65,238.1,328.92,80.85,425.2,5.59,216,100680
20070312:1700,29.04,79.5,54.9,119.36,26.55,421.5,5.72,215,100730
20070312:1800,28.39,82.05,0,0,0,418.2,5.66,215,100780
20070312:1900,28.05,82.05,0,0,0,414.75,5.38,218,100870
20070312:2000,27.82,84.65,0,0,0,414.9,5.59,218,100870
20070312:2100,27.75,84.65,0,0,0,415.1,5.59,219,100910
20070312:2200,27.69,84.65,0,0,0,416.45,5.59,217,100940
20070312:2300,27.52,84.65,0,0,0,412.8,5.24,215,100890
20070313:0000,27.39,84.65,0,0,0,410.3,4.76,220,100870
20070313:0100,27.33,84.65,0,0,0,420.85,4.41,228,100830
20070313:0200,27.22,84.65,0,0,0,417.65,4.21,232,100780
20070313:0300,27.14,84.65,0,0,0,413.95,4.07,231,100760
20070313:0400,27.14,84.65,0,0,0,421.9,4.14,226,100780
20070313:0500,27.11,84.65,0,0,0,419,4.14,223,100820
20070313:0600,27.06,84.65,37,0,37,412.8,4.14,222,100840
20070313:0700,27.38,84.65,258.05,604.46,97.9,411.85,2.9,221,100960
20070313:0800,28.28,79.4,451.2,638.78,130,424.8,3.24,223,100990
20070313:0900,28.94,76.95,635.85,629.48,191.4,423.65,2.9,224,101050
20070313:1000,29.56,72.25,836,777.95,166.35,425.95,2.9,216,101060
20070313:1100,30.34,70,850.6,704.16,177.1,423.25,3.52,206,101000
20070313:1200,30.64,65.7,722,532.41,196.75,437.95,4.14,198,100930
20070313:1300,30.23,70,750.85,610.67,171.3,436.4,4.83,196,100830
20070313:1400,30.1,70,590.75,500.38,167.2,427.1,4.83,205,100740
20070313:1500,29.67,72.25,458.55,511.53,107.75,424.4,4.83,212,100700
20070313:1600,29.56,72.25,243.8,335.56,83.4,430.6,4.97,213,100690
20070313:1700,29.1,74.55,52.5,117.81,24.55,417.05,4.83,215,100720
20070313:1800,28.38,82.05,0,0,0,413.75,4.28,215,100740
20070313:1900,28,84.65,0,0,0,417.25,4.14,210,100810
20070313:2000,27.71,84.65,0,0,0,417.05,4.41,210,100820
20070313:2100,27.54,84.65,0,0,0,410.45,5.17,210,100850
20070313:2200,27.45,84.65,0,0,0,409.1,5.72,210,100860
20070313:2300,27.41,84.65,0,0,0,415.3,5.66,210,100870
20070314:0000,27.3,84.65,0,0,0,411.65,5.1,210,100890
20070314:0100,27.24,84.65,0,0,0,418.15,4.69,210,100890
20070314:0200,27.24,84.65,0,0,0,425,4.34,212,100880
